Reading #,Wind Spd
338,3.936345114
339,3.330753558
340,4.239140892
341,3.936345114
342,4.844732449
343,4.844732449
344,6.661507117
345,4.844732449
346,6.055915561
347,5.147528227
348,5.450324005
349,6.661507117
350,5.450324005
351,4.844732449
352,3.936345114
353,3.330753558
354,3.02795778
355,3.936345114
356,4.239140892
357,5.753119783
358,3.633549336
359,0.9083873341
360,2.725162002
361,1.51397889
362,2.119570446
363,0.302795778
364,1.51397889
365,0.302795778
366,1.211183112
367,1.51397889
368,2.422366224
369,2.725162002
370,1.51397889
371,3.02795778
372,2.422366224
373,4.239140892
374,4.844732449
375,3.936345114
376,2.725162002
377,3.633549336
378,2.422366224
379,1.211183112
380,2.422366224
381,3.02795778
382,3.330753558
383,2.725162002
384,2.725162002
385,2.422366224
386,2.119570446
387,1.211183112
388,2.119570446
389,3.633549336
390,1.816774668
391,1.816774668
392,1.816774668
393,3.02795778
394,3.936345114
395,4.541936671
396,4.541936671
397,4.239140892
398,4.844732449
399,4.239140892
400,3.02795778
401,3.02795778
402,1.51397889
403,1.51397889
404,0.9083873341
405,0.9083873341
406,1.211183112
407,0.9083873341
408,3.330753558
409,1.816774668
410,4.844732449
411,4.239140892
412,3.936345114
413,4.239140892
414,3.936345114
415,4.541936671
416,6.358711339
417,4.844732449
418,5.450324005
419,9.386669119
420,9.083873341
421,7.267098673
422,7.872690229
423,9.083873341
424,7.569894451
425,6.964302895
426,7.569894451
427,8.175486007
428,3.936345114
429,4.844732449
430,5.753119783
431,6.358711339
432,7.267098673
433,5.450324005
434,6.358711339
435,6.358711339
436,6.358711339
437,7.872690229
438,9.992260675
439,9.689464897
440,9.992260675
441,9.689464897
442,8.478281785
443,9.992260675
444,7.872690229
445,6.661507117
446,4.844732449
447,2.725162002
448,4.844732449
449,3.02795778
450,2.725162002
451,2.725162002
452,1.211183112
453,0.9083873341
454,1.816774668
455,0.9083873341
456,3.02795778
457,6.964302895
458,5.753119783
459,5.450324005
460,5.450324005
461,6.055915561
462,4.844732449
463,4.844732449
464,5.147528227
465,6.358711339
466,6.661507117
467,5.450324005
468,6.964302895
469,5.450324005
470,6.964302895
471,6.661507117
472,6.964302895
473,6.661507117
474,5.450324005
475,2.725162002
476,1.51397889
477,1.211183112
478,2.119570446
479,2.119570446
480,1.51397889
481,2.119570446
482,4.239140892
483,2.422366224
484,0.302795778
485,2.725162002
486,3.02795778
487,5.147528227
488,5.753119783
489,5.753119783
490,5.450324005
491,4.541936671
492,6.358711339
493,6.055915561
494,5.450324005
495,8.175486007
496,4.541936671
497,4.541936671
498,5.450324005
499,5.147528227
500,5.450324005
501,5.753119783
502,6.055915561
503,6.964302895
504,8.781077563
505,10.59785223
506,12.4146269
507,12.11183112
508,14.83699312
509,13.62581001
510,10.59785223
511,12.11183112
512,10.90064801
513,8.781077563
514,5.753119783
515,5.753119783
516,5.450324005
517,9.689464897
518,6.055915561
519,8.175486007
520,6.964302895
521,7.569894451
522,8.781077563
523,9.992260675
524,6.964302895
525,6.964302895
526,4.541936671
527,7.872690229
528,6.055915561
529,7.569894451
530,6.055915561
531,7.569894451
532,7.267098673
533,9.083873341
534,10.59785223
535,11.20344379
536,12.71742268
537,13.02021846
538,14.53419735
539,14.53419735
540,14.83699312
541,12.4146269
542,16.04817624
543,14.53419735
544,15.1397889
545,12.11183112
546,14.83699312
547,14.23140157
548,15.1397889
549,13.92860579
550,11.80903534
551,11.80903534
552,13.02021846
553,14.53419735
554,12.4146269
555,12.11183112
556,13.62581001
557,10.29505645
558,9.386669119
559,10.90064801
560,9.386669119
561,9.689464897
562,6.661507117
563,9.386669119
564,9.689464897
565,6.964302895
566,7.872690229
567,7.569894451
568,6.055915561
569,6.055915561
570,3.633549336
571,3.330753558
572,3.02795778
573,1.51397889
574,3.02795778
575,2.422366224
576,2.422366224
577,2.119570446
578,0.302795778
579,1.816774668
580,2.119570446
581,0.9083873341
582,4.239140892
583,3.02795778
584,3.330753558
585,5.450324005
586,5.450324005
587,2.725162002
588,3.936345114
589,3.02795778
590,4.239140892
591,4.239140892
592,5.753119783
593,3.936345114
594,1.816774668
595,2.422366224
596,5.450324005
597,5.147528227
598,4.239140892
599,4.541936671
600,3.02795778
601,3.02795778
602,3.330753558
603,3.02795778
604,2.725162002
605,3.330753558
606,4.239140892
607,1.51397889
608,3.936345114
609,3.936345114
610,4.844732449
611,4.844732449
612,6.055915561
613,5.147528227
614,5.450324005
615,5.147528227
616,5.147528227
617,4.844732449
618,3.330753558
619,2.725162002
620,1.816774668
621,1.51397889
622,2.725162002
623,1.51397889
624,2.119570446
625,1.51397889
626,0.6055915561
627,0.6055915561
628,2.119570446
629,3.330753558
630,2.119570446
631,2.422366224
632,3.633549336
633,2.725162002
634,2.422366224
635,3.02795778
636,3.633549336
637,2.422366224
638,4.844732449
639,2.725162002
640,2.422366224
641,3.02795778
642,3.02795778
643,2.119570446
644,2.119570446
645,1.211183112
646,0.6055915561
647,0.302795778
648,1.211183112
649,2.119570446
650,1.211183112
651,1.51397889
652,1.211183112
653,3.633549336
654,2.422366224
655,2.725162002
656,3.936345114
657,3.02795778
658,3.330753558
659,3.02795778
660,2.119570446
661,5.147528227
662,4.541936671
663,4.541936671
664,3.936345114
665,3.936345114
666,3.936345114
667,2.119570446
668,3.02795778
669,2.422366224
670,3.633549336
671,2.725162002
672,3.936345114
673,4.541936671
674,1.51397889
675,1.211183112
676,2.119570446
677,2.119570446
678,1.211183112
679,2.725162002
680,2.119570446
681,1.51397889
682,3.02795778
683,3.936345114
684,3.330753558
685,4.239140892
686,4.239140892
687,4.844732449
688,5.450324005
689,4.239140892
690,2.422366224
691,1.211183112
692,0.6055915561
693,0.9083873341
694,2.119570446
695,2.422366224
696,1.51397889
697,1.211183112
698,1.211183112
699,1.211183112
700,1.51397889
701,1.211183112
702,2.119570446
703,1.211183112
704,2.119570446
705,3.330753558
706,3.936345114
707,4.844732449
708,2.725162002
709,4.541936671
710,3.936345114
711,4.541936671
712,4.239140892
713,4.541936671
714,3.633549336
715,3.02795778
716,2.119570446
717,2.725162002
718,2.422366224
719,1.211183112
720,1.211183112
721,1.211183112
722,1.51397889
723,1.211183112
724,1.211183112
725,1.816774668
726,2.119570446
727,3.330753558
728,2.725162002
729,3.02795778
730,3.633549336
731,3.330753558
732,3.330753558
733,4.239140892
734,4.844732449
735,4.239140892
736,5.450324005
737,5.753119783
738,6.055915561
739,6.661507117
740,8.175486007
741,9.083873341
742,9.689464897
743,4.844732449
744,4.239140892
745,4.239140892
746,5.147528227
747,2.119570446
748,2.422366224
749,1.51397889
750,4.844732449
751,3.936345114
752,1.211183112
753,2.422366224
754,3.936345114
755,6.964302895
756,9.386669119
757,6.055915561
758,9.083873341
759,9.689464897
760,8.478281785
761,6.055915561
762,3.936345114
763,2.725162002
764,3.330753558
765,2.422366224
766,2.422366224
767,2.725162002
768,3.02795778
769,5.753119783
770,3.02795778
771,4.844732449
772,2.119570446
773,3.633549336
774,3.02795778
775,3.936345114
776,4.239140892
777,2.725162002
778,4.541936671
779,6.661507117
780,3.330753558
781,6.661507117
782,7.267098673
783,7.569894451
784,6.661507117
785,6.055915561
786,9.083873341
787,5.753119783
788,6.358711339
789,6.661507117
790,5.147528227
791,3.633549336
792,5.450324005
793,3.936345114
794,6.661507117
795,5.450324005
796,4.239140892
797,5.147528227
798,4.239140892
799,3.936345114
800,3.02795778
801,4.239140892
802,3.02795778
803,1.51397889
804,2.725162002
805,1.816774668
806,1.51397889
807,1.816774668
808,2.422366224
809,2.725162002
810,2.119570446
811,1.211183112
812,2.725162002
813,3.02795778
814,2.119570446
815,2.422366224
816,3.02795778
817,2.422366224
818,3.330753558
819,2.725162002
820,4.541936671
821,3.936345114
822,5.450324005
823,5.450324005
824,5.753119783
825,7.872690229
826,6.661507117
827,7.872690229
828,6.358711339
829,5.753119783
830,7.569894451
831,5.147528227
832,3.936345114
833,5.450324005
834,4.239140892
835,0.9083873341
836,2.119570446
837,2.422366224
838,1.211183112
839,1.211183112
840,1.51397889
841,0.6055915561
842,0.6055915561
843,0.6055915561
844,2.725162002
845,2.422366224
846,2.119570446
847,1.211183112
848,1.51397889
849,1.211183112
850,3.02795778
851,3.633549336
852,1.816774668
853,3.633549336
854,3.02795778
855,4.239140892
856,5.450324005
857,5.147528227
858,5.147528227
859,3.633549336
860,5.450324005
861,5.450324005
862,6.055915561
863,8.175486007
864,7.569894451
865,6.055915561
866,7.267098673
867,9.386669119
868,11.20344379
869,9.083873341
870,7.569894451
871,6.964302895
872,6.055915561
873,9.992260675
874,8.781077563
875,9.689464897
876,6.964302895
877,9.083873341
878,10.29505645
879,7.569894451
880,7.267098673
881,8.175486007
882,6.661507117
883,7.569894451
884,5.147528227
885,3.02795778
886,0.9083873341
887,2.119570446
888,1.51397889
889,2.725162002
890,2.119570446
891,3.936345114
892,5.147528227
893,5.147528227
894,6.661507117
895,6.964302895
896,5.450324005
897,4.844732449
898,6.358711339
899,6.964302895
900,7.267098673
901,7.569894451
902,8.478281785
903,8.478281785
904,7.267098673
905,7.872690229
906,9.992260675
907,8.478281785
908,8.478281785
909,7.872690229
910,9.083873341
911,9.689464897
912,10.29505645
913,9.386669119
914,8.781077563
915,9.689464897
916,9.386669119
917,7.872690229
918,6.661507117
919,6.358711339
920,6.964302895
921,8.478281785
922,9.083873341
923,8.175486007
924,8.478281785
925,10.90064801
926,10.29505645
927,9.689464897
928,9.083873341
929,9.386669119
930,9.386669119
931,9.083873341
932,8.781077563
933,5.147528227
934,6.964302895
935,7.569894451
936,8.478281785
937,8.478281785
938,7.569894451
939,6.661507117
940,7.872690229
941,6.964302895
942,7.267098673
943,5.450324005
944,4.541936671
945,3.330753558
946,2.119570446
947,1.816774668
948,5.450324005
949,6.055915561
950,4.239140892
951,2.725162002
952,3.633549336
953,4.844732449
954,4.239140892
955,3.02795778
956,3.02795778
957,3.02795778
958,3.633549336
959,3.633549336
960,3.633549336
961,3.330753558
962,3.02795778
963,1.816774668
964,3.633549336
965,1.51397889
966,1.816774668
967,2.119570446
968,3.330753558
969,3.330753558
970,4.239140892
971,4.239140892
972,5.753119783
973,6.661507117
974,6.661507117
975,6.964302895
976,5.753119783
977,6.055915561
978,7.569894451
979,6.055915561
980,4.541936671
981,6.661507117
982,4.844732449
983,5.753119783
984,5.147528227
985,5.450324005
986,7.267098673
987,6.964302895
988,6.661507117
989,7.872690229
990,9.386669119
991,7.872690229
992,6.661507117
993,6.964302895
994,7.569894451
995,5.450324005
996,5.450324005
997,6.661507117
998,6.964302895
999,6.055915561
1000,4.239140892
1001,3.633549336
1002,3.330753558
1003,2.422366224
1004,2.725162002
1005,1.51397889
1006,1.211183112
1007,3.02795778
1008,6.661507117
1009,7.872690229
1010,6.964302895
1011,6.661507117
1012,6.358711339
1013,4.541936671
1014,6.055915561
1015,3.330753558
1016,3.330753558
1017,3.02795778
1018,4.239140892
1019,4.239140892
1020,3.936345114
1021,3.936345114
1022,4.541936671
1023,3.330753558
1024,3.936345114
1025,3.02795778
1026,7.569894451
1027,4.844732449
1028,5.147528227
1029,4.239140892
1030,5.753119783
1031,5.147528227
1032,5.450324005
1033,7.267098673
1034,4.844732449
1035,6.358711339
1036,8.175486007
1037,8.175486007
1038,7.569894451
1039,5.450324005
1040,6.964302895
1041,6.358711339
1042,5.753119783
1043,5.450324005
1044,5.450324005
1045,6.661507117
1046,5.450324005
1047,5.450324005
1048,6.358711339
1049,6.661507117
1050,6.661507117
1051,6.055915561
1052,6.055915561
1053,4.239140892
1054,5.147528227
1055,6.964302895
1056,7.569894451
1057,6.358711339
1058,6.661507117
1059,6.661507117
1060,5.450324005
1061,4.844732449
1062,4.844732449
1063,4.239140892
1064,3.02795778
1065,0.9083873341
1066,0.6055915561
1067,3.02795778
1068,4.844732449
1069,3.633549336
1070,5.753119783
1071,5.753119783
1072,4.239140892
1073,3.633549336
1074,3.633549336
1075,6.358711339
1076,3.936345114
1077,5.147528227
1078,4.844732449
1079,4.239140892
1080,2.422366224
1081,2.725162002
1082,3.936345114
1083,2.725162002
1084,1.211183112
1085,2.119570446
1086,2.725162002
1087,3.02795778
1088,3.936345114
1089,3.936345114
1090,4.844732449
1091,5.147528227
1092,4.541936671
1093,3.330753558
1094,4.844732449
1095,4.844732449
1096,2.119570446
1097,2.725162002
1098,1.816774668
1099,1.211183112
1100,0.6055915561
1101,2.422366224
1102,0.9083873341
1103,0.302795778
1104,2.422366224
1105,3.936345114
1106,3.02795778
1107,2.422366224
1108,1.51397889
1109,1.51397889
1110,3.633549336
1111,4.239140892
1112,2.422366224
1113,3.02795778
1114,1.816774668
1115,3.02795778
1116,0.9083873341
1117,2.725162002
1118,3.633549336
1119,4.239140892
1120,6.358711339
1121,5.450324005
1122,5.147528227
1123,5.147528227
1124,4.844732449
1125,5.147528227
1126,5.147528227
1127,5.450324005
1128,6.661507117
1129,6.661507117
1130,6.964302895
1131,5.753119783
1132,6.661507117
1133,6.055915561
1134,8.175486007
1135,6.661507117
1136,9.386669119
1137,11.20344379
1138,12.71742268
1139,12.4146269
1140,11.50623957
1141,9.992260675
1142,8.478281785
1143,11.20344379
1144,9.386669119
1145,9.386669119
1146,10.90064801
1147,6.055915561
1148,5.450324005
1149,6.661507117
1150,5.147528227
1151,6.661507117
1152,5.753119783
1153,7.267098673
1154,7.267098673
1155,6.358711339
1156,6.964302895
1157,6.661507117
1158,7.872690229
1159,9.992260675
1160,12.11183112
1161,13.32301423
1162,13.92860579
1163,14.83699312
1164,15.74538046
1165,14.83699312
1166,12.4146269
1167,12.11183112
1168,13.32301423
1169,11.20344379
1170,6.358711339
1171,4.541936671
1172,3.02795778
1173,2.725162002
1174,1.51397889
1175,1.51397889
1176,3.633549336
1177,6.358711339
1178,5.450324005
1179,6.358711339
1180,0.302795778
1181,1.51397889
1182,2.725162002
1183,3.02795778
1184,6.661507117
1185,7.569894451
1186,6.055915561
1187,6.661507117
1188,5.753119783
1189,7.569894451
1190,7.267098673
1191,7.872690229
1192,8.478281785
1193,7.569894451
1194,6.055915561
1195,5.450324005
1196,4.844732449
1197,6.358711339
1198,4.844732449
1199,5.147528227
1200,3.02795778
1201,2.119570446
1202,2.725162002
1203,1.51397889
1204,2.119570446
1205,1.51397889
1206,2.119570446
1207,2.119570446
1208,2.119570446
1209,2.119570446
1210,2.119570446
1211,3.936345114
1212,5.147528227
1213,6.055915561
1214,5.753119783
1215,5.450324005
1216,7.569894451
1217,6.055915561
1218,7.569894451
1219,6.661507117
1220,8.478281785
1221,10.59785223
1222,7.872690229
1223,7.872690229
1224,10.59785223
1225,6.358711339
1226,8.175486007
1227,7.872690229
1228,4.844732449
1229,4.541936671
1230,2.119570446
1231,1.51397889
1232,0.6055915561
1233,2.422366224
1234,2.725162002
1235,3.02795778
1236,6.661507117
1237,9.689464897
1238,10.90064801
1239,7.872690229
1240,6.358711339
1241,6.964302895
1242,8.175486007
1243,0.302795778
1244,3.936345114
1245,2.422366224
1246,3.330753558
1247,2.422366224
1248,5.147528227
1249,5.450324005
1250,5.753119783
1251,3.02795778
1252,4.844732449
1253,4.239140892
1254,1.51397889
1255,2.725162002
1256,1.51397889
1257,3.936345114
1258,4.239140892
1259,2.725162002
1260,3.330753558
1261,5.753119783
1262,6.661507117
1263,6.358711339
1264,4.239140892
1265,6.055915561
1266,6.358711339
1267,5.147528227
1268,7.267098673
1269,5.147528227
1270,6.964302895
1271,8.175486007
1272,12.71742268
1273,13.02021846
1274,13.02021846
1275,3.633549336
1276,2.119570446
1277,2.725162002
1278,7.267098673
1279,7.569894451
1280,8.781077563
1281,8.175486007
1282,6.661507117
1283,5.450324005
1284,7.569894451
1285,8.175486007
1286,5.147528227
1287,3.936345114
1288,5.753119783
1289,5.147528227
1290,3.330753558
1291,3.02795778
1292,2.119570446
1293,1.816774668
1294,1.51397889
1295,1.51397889
1296,2.119570446
1297,0.6055915561
1298,3.02795778
1299,1.51397889
1300,1.51397889
1301,2.119570446
1302,1.816774668
1303,1.211183112
1304,3.330753558
1305,1.51397889
1306,2.119570446
1307,4.239140892
1308,3.330753558
1309,2.422366224
1310,2.422366224
1311,2.725162002
1312,2.725162002
1313,3.02795778
1314,2.725162002
1315,1.816774668
1316,0.6055915561
1317,1.211183112
1318,1.51397889
1319,0.9083873341
1320,1.211183112
1321,1.211183112
1322,0.302795778
1323,2.725162002
1324,3.02795778
1325,2.725162002
1326,1.211183112
1327,2.119570446
1328,0.9083873341
1329,0.6055915561
1330,1.51397889
1331,4.844732449
1332,3.633549336
1333,4.541936671
1334,5.753119783
1335,4.844732449
1336,4.844732449
1337,5.753119783
1338,3.02795778
1339,3.330753558
1340,2.725162002
1341,4.239140892
1342,3.633549336
1343,3.936345114
1344,5.450324005
1345,6.358711339
1346,6.661507117
1347,5.450324005
1348,7.267098673
1349,6.055915561
1350,5.753119783
1351,6.358711339
1352,6.661507117
1353,6.964302895
1354,6.358711339
1355,5.147528227
1356,5.147528227
1357,5.450324005
1358,7.569894451
1359,7.872690229
1360,9.386669119
1361,8.478281785
1362,10.59785223
1363,7.569894451
1364,6.964302895
1365,6.055915561
1366,8.781077563
1367,9.689464897
1368,9.689464897
1369,10.29505645
1370,10.59785223
1371,10.90064801
1372,12.11183112
1373,6.964302895
1374,7.267098673
1375,6.964302895
1376,9.386669119
1377,9.689464897
1378,8.478281785
1379,10.29505645
1380,9.083873341
1381,10.29505645
1382,9.083873341
1383,10.90064801
1384,9.689464897
1385,7.872690229
1386,5.753119783
1387,6.661507117
1388,3.330753558
1389,5.450324005
1390,5.753119783
1391,5.753119783
1392,6.055915561
1393,5.753119783
1394,5.753119783
1395,6.358711339
1396,3.02795778
1397,3.02795778
1398,2.725162002
1399,2.422366224
1400,3.633549336
1401,3.936345114
1402,5.147528227
1403,5.147528227
1404,6.358711339
1405,6.661507117
1406,7.872690229
1407,6.661507117
1408,7.872690229
1409,8.175486007
1410,8.478281785
1411,6.964302895
1412,7.872690229
1413,4.844732449
1414,3.633549336
1415,2.422366224
1416,5.147528227
1417,4.541936671
1418,5.450324005
1419,6.661507117
1420,11.20344379
1421,9.689464897
1422,10.29505645
1423,9.992260675
1424,9.992260675
1425,8.175486007
1426,9.992260675
1427,9.992260675
1428,10.29505645
1429,8.478281785
1430,8.175486007
1431,8.175486007
1432,7.872690229
1433,6.964302895
1434,8.781077563
1435,6.055915561
1436,6.661507117
1437,6.358711339
1438,5.753119783
1439,3.633549336
1440,5.450324005
1441,3.02795778
1442,3.02795778
1443,1.51397889
1444,2.119570446
1445,0.9083873341
1446,0.302795778
1447,1.51397889
1448,2.119570446
1449,1.211183112
1450,2.725162002
1451,2.422366224
1452,2.725162002
1453,4.541936671
1454,5.753119783
1455,6.358711339
1456,5.147528227
1457,6.964302895
1458,6.055915561
1459,6.964302895
1460,6.661507117
1461,6.661507117
1462,6.055915561
1463,7.267098673
1464,7.569894451
1465,6.964302895
1466,6.661507117
1467,8.175486007
1468,6.661507117
1469,2.422366224
1470,4.541936671
1471,4.239140892
1472,5.753119783
1473,5.147528227
1474,3.936345114
1475,4.239140892
1476,4.844732449
1477,5.753119783
1478,6.661507117
1479,5.753119783
1480,3.02795778
1481,6.964302895
1482,6.358711339
1483,7.569894451
1484,8.175486007
1485,9.689464897
1486,9.083873341
1487,6.964302895
1488,7.267098673
1489,9.386669119
1490,7.872690229
1491,7.267098673
1492,7.569894451
1493,7.569894451
1494,6.358711339
1495,5.147528227
1496,5.450324005
1497,7.569894451
1498,7.267098673
1499,6.661507117
1500,6.055915561
1501,5.450324005
1502,6.964302895
1503,6.661507117
1504,8.478281785
1505,7.872690229
1506,7.267098673
1507,6.661507117
1508,7.569894451
1509,7.569894451
1510,9.083873341
1511,8.478281785
1512,6.964302895
1513,7.872690229
1514,8.478281785
1515,8.478281785
1516,7.872690229
1517,7.267098673
1518,9.689464897
1519,7.872690229
1520,5.147528227
1521,5.753119783
1522,8.478281785
1523,12.11183112
1524,5.753119783
1525,7.569894451
1526,7.569894451
1527,8.478281785
1528,7.569894451
1529,6.964302895
1530,5.450324005
1531,6.661507117
1532,6.661507117
1533,5.753119783
1534,8.175486007
1535,6.964302895
1536,6.358711339
1537,5.450324005
1538,5.147528227
1539,4.239140892
1540,4.844732449
1541,4.239140892
1542,3.633549336
1543,3.02795778
1544,4.239140892
1545,3.02795778
1546,3.633549336
1547,3.936345114
1548,6.661507117
1549,6.358711339
1550,6.055915561
1551,6.055915561
1552,9.083873341
1553,8.175486007
1554,7.872690229
1555,5.450324005
1556,4.844732449
1557,3.936345114
1558,3.633549336
1559,4.239140892
1560,4.844732449
1561,1.816774668
1562,1.51397889
1563,1.51397889
1564,1.211183112
1565,3.936345114
1566,4.844732449
1567,3.633549336
1568,3.02795778
1569,4.844732449
1570,4.541936671
1571,5.753119783
1572,8.175486007
1573,7.267098673
1574,7.267098673
1575,6.055915561
1576,6.358711339
1577,4.844732449
1578,4.239140892
1579,5.753119783
1580,5.147528227
1581,4.239140892
1582,5.147528227
1583,6.964302895
1584,8.175486007
1585,8.478281785
1586,9.083873341
1587,9.689464897
1588,7.267098673
1589,6.964302895
1590,6.358711339
1591,5.450324005
1592,6.661507117
1593,5.753119783
1594,6.358711339
1595,6.661507117
1596,5.753119783
1597,6.964302895
1598,6.661507117
1599,7.267098673
1600,8.175486007
1601,6.358711339
1602,4.239140892
1603,5.450324005
1604,4.239140892
1605,3.936345114
1606,5.147528227
1607,3.330753558
1608,4.239140892
1609,4.239140892
1610,4.541936671
1611,3.02795778
1612,0.9083873341
1613,3.633549336
1614,2.422366224
1615,1.816774668
1616,2.119570446
1617,2.119570446
1618,3.330753558
1619,3.633549336
1620,4.844732449
1621,4.239140892
1622,3.330753558
1623,3.936345114
1624,3.936345114
1625,3.936345114
1626,3.633549336
1627,3.633549336
1628,4.239140892
1629,2.422366224
1630,3.02795778
1631,2.422366224
1632,2.725162002
1633,2.725162002
1634,3.02795778
1635,1.211183112
1636,2.119570446
1637,3.02795778
1638,3.330753558
1639,2.725162002
1640,3.02795778
1641,3.633549336
1642,2.725162002
1643,4.239140892
1644,6.055915561
1645,6.661507117
1646,6.055915561
1647,7.267098673
1648,6.358711339
1649,5.753119783
1650,6.358711339
1651,7.569894451
1652,6.661507117
1653,5.753119783
1654,5.753119783
1655,5.450324005
1656,4.541936671
1657,4.844732449
1658,3.02795778
